Site_Visit_ID,Travel_Time,Total_Observation_Time,Animal_Search_Time,Num_Observers_Searching,Animal_Search_Method,Snow_on_Ground,Percent_Snow_Cover,Snow_in_Tree_Canopy,Site_Visit_Comments
19814,,56 minutes,,,,0,,0,
10637,,21 minutes,,,,0,,0,
13842,,25 minutes,,,,0,,0,
13952,,33 minutes,,,,0,,0,
19692,,28 minutes,,,,0,,0,
19573,,17 minutes,,,,0,,0,
19771,,40 minutes,,,,0,,0,
19395,,30 minutes,,,,0,,0,
10497,,26 minutes,,,,0,,0,
11607,,32 minutes,,,,0,,0,
18520,,46 minutes,,,,0,,0,
15415,,25 minutes,,,,0,,0,
13291,,15 minutes,,,,0,,0,
14764,,17 minutes,,,,0,,0,
19982,,34 minutes,,,,0,,0,
15803,,27 minutes,,,,0,,0,
18722,,34 minutes,,,,0,,0,
15265,,21 minutes,,,,0,,0,
16569,,24 minutes,,,,0,,0,
17508,,35 minutes,,,,0,,0,
15722,,50 minutes,,,,0,,0,
11497,,54 minutes,,,,0,,0,
19088,,35 minutes,,,,0,,0,
18875,,56 minutes,,,,0,,0,
13759,,41 minutes,,,,0,,0,
10063,,19 minutes,,,,0,,0,
16596,,25 minutes,,,,0,,0,
10279,,16 minutes,,,,0,,0,
11217,,26 minutes,,,,0,,0,
18966,,32 minutes,,,,0,,0,
11059,,35 minutes,,,,0,,0,
12473,,30 minutes,,,,0,,0,
14549,,31 minutes,,,,0,,0,
17637,,16 minutes,,,,0,,0,
17962,,23 minutes,,,,0,,0,
10336,,24 minutes,,,,0,,0,
14270,,16 minutes,,,,0,,0,
19063,,18 minutes,,,,0,,0,
19267,,57 minutes,,,,0,,0,
12057,,17 minutes,,,,0,,0,
19745,,59 minutes,,,,0,,0,
15506,,32 minutes,,,,0,,0,
10216,,38 minutes,,,,0,,0,
14606,,27 minutes,,,,0,,0,
15361,,40 minutes,,,,0,,0,
13627,,39 minutes,,,,0,,0,
14925,,48 minutes,,,,0,,0,
18584,,44 minutes,,,,0,,0,
13905,,27 minutes,,,,0,,0,
12631,,51 minutes,,,,0,,0,
13551,,48 minutes,,,,0,,0,
16459,,26 minutes,,,,0,,0,
15965,,23 minutes,,,,0,,0,
14721,,40 minutes,,,,0,,0,
17401,,33 minutes,,,,0,,0,
10721,,44 minutes,,,,0,,0,
10749,,53 minutes,,,,0,,0,
10500,,54 minutes,,,,0,,0,
11896,,43 minutes,,,,0,,0,
16997,,12 minutes,,,,0,,0,
10045,,46 minutes,,,,0,,0,
17053,,52 minutes,,,,0,,0,
17798,,49 minutes,,,,0,,0,
13071,,35 minutes,,,,0,,0,
16525,,32 minutes,,,,0,,0,
17716,,53 minutes,,,,0,,0,
12343,,48 minutes,,,,0,,0,
10997,,24 minutes,,,,0,,0,
15491,,58 minutes,,,,0,,0,
14886,,13 minutes,,,,0,,0,
12745,,38 minutes,,,,0,,0,
16158,,31 minutes,,,,0,,0,
19895,,34 minutes,,,,0,,0,
14718,,22 minutes,,,,0,,0,
17897,,27 minutes,,,,0,,0,
15158,,42 minutes,,,,0,,0,
18503,,25 minutes,,,,0,,0,
11841,,54 minutes,,,,0,,0,
15298,,51 minutes,,,,0,,0,
17771,,53 minutes,,,,0,,0,
14297,,11 minutes,,,,0,,0,
17103,,44 minutes,,,,0,,0,
14124,,51 minutes,,,,0,,0,
11508,,43 minutes,,,,0,,0,
13055,,39 minutes,,,,0,,0,
17189,,22 minutes,,,,0,,0,
18759,,22 minutes,,,,0,,0,
13515,,27 minutes,,,,0,,0,
11622,,41 minutes,,,,0,,0,
18772,,41 minutes,,,,0,,0,
12853,,44 minutes,,,,0,,0,
15698,,48 minutes,,,,0,,0,
18746,,55 minutes,,,,0,,0,
14014,,38 minutes,,,,0,,0,
14237,,58 minutes,,,,0,,0,
10464,,38 minutes,,,,0,,0,
12925,,53 minutes,,,,0,,0,
16627,,25 minutes,,,,0,,0,
19543,,53 minutes,,,,0,,0,
18885,,56 minutes,,,,0,,0,
10362,,19 minutes,,,,0,,0,
17195,,39 minutes,,,,0,,0,
18035,,34 minutes,,,,0,,0,
18275,,48 minutes,,,,0,,0,
15291,,29 minutes,,,,0,,0,
15051,,14 minutes,,,,0,,0,
16851,,10 minutes,,,,0,,0,
10805,,39 minutes,,,,0,,0,
17529,,58 minutes,,,,0,,0,
14348,,12 minutes,,,,0,,0,
15196,,54 minutes,,,,0,,0,
14636,,23 minutes,,,,0,,0,
14087,,39 minutes,,,,0,,0,
19466,,59 minutes,,,,0,,0,
16266,,13 minutes,,,,0,,0,
14860,,27 minutes,,,,0,,0,
18619,,46 minutes,,,,0,,0,
15278,,34 minutes,,,,0,,0,
11385,,57 minutes,,,,0,,0,
11301,,10 minutes,,,,0,,0,
15088,,55 minutes,,,,0,,0,
13307,,24 minutes,,,,0,,0,
14537,,18 minutes,,,,0,,0,
12841,,24 minutes,,,,0,,0,
13584,,58 minutes,,,,0,,0,
14665,,33 minutes,,,,0,,0,
11351,,13 minutes,,,,0,,0,
19522,,21 minutes,,,,0,,0,
11520,,46 minutes,,,,0,,0,
16935,,46 minutes,,,,0,,0,
12613,,52 minutes,,,,0,,0,
19337,,15 minutes,,,,0,,0,
13534,,48 minutes,,,,0,,0,
10827,,55 minutes,,,,0,,0,
14946,,33 minutes,,,,0,,0,
17181,,20 minutes,,,,0,,0,
13465,,22 minutes,,,,0,,0,
13163,,43 minutes,,,,0,,0,
14778,,34 minutes,,,,0,,0,
19428,,16 minutes,,,,0,,0,
16374,,13 minutes,,,,0,,0,
17155,,17 minutes,,,,0,,0,
10791,,29 minutes,,,,0,,0,
12978,,38 minutes,,,,0,,0,
16211,,54 minutes,,,,0,,0,
18970,,55 minutes,,,,0,,0,
13447,,19 minutes,,,,0,,0,
14899,,52 minutes,,,,0,,0,
19274,,43 minutes,,,,0,,0,
11885,,35 minutes,,,,0,,0,
13022,,50 minutes,,,,0,,0,
14204,,58 minutes,,,,0,,0,
19709,,12 minutes,,,,0,,0,
13052,,15 minutes,,,,0,,0,
16194,,14 minutes,,,,0,,0,
13546,,14 minutes,,,,0,,0,
18637,,56 minutes,,,,0,,0,
11592,,32 minutes,,,,0,,0,
16472,,58 minutes,,,,0,,0,
12231,,18 minutes,,,,0,,0,
13646,,44 minutes,,,,0,,0,
16071,,29 minutes,,,,0,,0,
10793,,58 minutes,,,,0,,0,
11516,,51 minutes,,,,0,,0,
19106,,44 minutes,,,,0,,0,
19638,,59 minutes,,,,0,,0,
19438,,27 minutes,,,,0,,0,
12088,,26 minutes,,,,0,,0,
12126,,33 minutes,,,,0,,0,
18801,,12 minutes,,,,0,,0,
12861,,41 minutes,,,,0,,0,
19451,,44 minutes,,,,0,,0,
12567,,47 minutes,,,,0,,0,
17081,,22 minutes,,,,0,,0,
14962,,56 minutes,,,,0,,0,
19634,,34 minutes,,,,0,,0,
18917,,18 minutes,,,,0,,0,
17425,,13 minutes,,,,0,,0,
15406,,23 minutes,,,,0,,0,
12268,,46 minutes,,,,0,,0,
18981,,43 minutes,,,,0,,0,
13657,,20 minutes,,,,0,,0,
17867,,50 minutes,,,,0,,0,
11711,,12 minutes,,,,0,,0,
16086,,37 minutes,,,,0,,0,
13626,,38 minutes,,,,0,,0,
11107,,18 minutes,,,,0,,0,
19669,,12 minutes,,,,0,,0,
