Observation_ID,Dataset_ID,ObservedBy_Person_ID,Submission_ID,SubmittedBy_Person_ID,Submission_Datetime,UpdatedBy_Person_ID,Update_Datetime,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Species_Functional_Type,Species_Category,Lifecycle_Duration,Growth_Habit,USDA_PLANTS_Symbol,ITIS_Number,Individual_ID,Plant_Nickname,Patch,Protocol_ID,Phenophase_ID,Phenophase_Category,Phenophase_Description,Phenophase_Name,Phenophase_Definition_ID,Species-Specific_Info_ID,Observation_Date,Observation_Time,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value,Abundance_Value,Site_Visit_ID,Observation_Comments,Observed_Status_Conflict_Flag,Status_Conflict_Related_Records
1001003,-9999,3686,42666,1679,2016-08-15 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7553,2016-08-15,12:00:00,228,1,42,"101 to 1,000",-9999,10075,-9999,-9999,'-9999'
1001004,-9999,1230,52219,1961,2016-09-21 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7349,2016-09-21,12:00:00,265,0,-9999,-9999,-9999,12773,-9999,-9999,'-9999'
1001005,-9999,3262,49613,3116,2016-09-22 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5392,2016-09-22,12:00:00,266,1,48,"101 to 1,000",-9999,15188,-9999,-9999,'-9999'
1001006,-9999,1610,59680,1961,2016-10-03 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7775,2016-10-03,12:00:00,277,1,39,"101 to 1,000",-9999,13677,-9999,-9999,'-9999'
1001007,-9999,4245,35796,3162,2016-10-10 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7267,2016-10-10,12:00:00,284,0,-9999,-9999,-9999,18123,-9999,-9999,'-9999'
1001008,-9999,2438,58740,4543,2017-04-18 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6781,2017-04-18,12:00:00,108,0,-9999,-9999,-9999,16343,-9999,-9999,'-9999'
1001009,-9999,3263,40161,1211,2017-04-20 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5507,2017-04-20,12:00:00,110,0,-9999,-9999,-9999,16159,-9999,-9999,'-9999'
1001010,-9999,2521,37027,1331,2017-04-24 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7764,2017-04-24,12:00:00,114,0,-9999,-9999,-9999,18044,-9999,-9999,'-9999'
1001011,-9999,1550,52104,1941,2017-05-01 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7303,2017-05-01,12:00:00,121,0,-9999,-9999,-9999,10727,-9999,-9999,'-9999'
1001012,-9999,1879,41054,4243,2017-05-02 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5648,2017-05-02,12:00:00,122,0,-9999,-9999,-9999,15095,-9999,-9999,'-9999'
1001013,-9999,2521,52998,4455,2017-05-04 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7737,2017-05-04,12:00:00,124,0,-9999,-9999,-9999,17135,-9999,-9999,'-9999'
1001014,-9999,2009,31550,1803,2017-05-20 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7878,2017-05-20,12:00:00,140,1,48,11 to 100,-9999,13401,-9999,-9999,'-9999'
1001015,-9999,4351,43265,2328,2017-05-28 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5145,2017-05-28,12:00:00,148,1,56,11 to 100,-9999,14155,-9999,-9999,'-9999'
1001016,-9999,4382,55103,4298,2017-05-30 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6023,2017-05-30,12:00:00,150,1,40,3 to 10,-9999,18624,-9999,-9999,'-9999'
1001017,-9999,4872,47560,4860,2017-06-03 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5400,2017-06-03,12:00:00,154,1,56,3 to 10,-9999,12233,-9999,-9999,'-9999'
1001018,-9999,3445,34700,3835,2017-06-07 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7205,2017-06-07,12:00:00,158,1,41,3 to 10,-9999,17526,-9999,-9999,'-9999'
1001019,-9999,2463,36732,3513,2017-06-08 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7493,2017-06-08,12:00:00,159,0,-9999,-9999,-9999,19965,-9999,-9999,'-9999'
1001020,-9999,3848,37910,4559,2017-06-09 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6553,2017-06-09,12:00:00,160,0,-9999,-9999,-9999,11096,-9999,-9999,'-9999'
1001021,-9999,1928,31951,4772,2017-06-15 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6973,2017-06-15,12:00:00,166,0,-9999,-9999,-9999,19746,-9999,-9999,'-9999'
1001022,-9999,3778,58997,1994,2017-06-18 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5612,2017-06-18,12:00:00,169,0,-9999,-9999,-9999,10595,-9999,-9999,'-9999'
1001023,-9999,1920,37875,1841,2017-06-20 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6225,2017-06-20,12:00:00,171,0,-9999,-9999,-9999,14439,-9999,-9999,'-9999'
1001024,-9999,2876,45882,1858,2017-06-25 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6423,2017-06-25,12:00:00,176,0,-9999,-9999,-9999,17385,-9999,-9999,'-9999'
1001025,-9999,1444,39980,1221,2017-06-25 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5591,2017-06-25,12:00:00,176,0,-9999,-9999,-9999,11030,-9999,-9999,'-9999'
1001026,-9999,2295,54290,2017,2017-06-28 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7063,2017-06-28,12:00:00,179,0,-9999,-9999,-9999,11447,-9999,-9999,'-9999'
1001027,-9999,2205,35993,3133,2017-07-05 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5925,2017-07-05,12:00:00,186,0,-9999,-9999,-9999,12907,-9999,-9999,'-9999'
1001028,-9999,3914,43546,2982,2017-07-14 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5432,2017-07-14,12:00:00,195,0,-9999,-9999,-9999,19190,-9999,-9999,'-9999'
1001029,-9999,3147,51469,1598,2017-07-19 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7450,2017-07-19,12:00:00,200,0,-9999,-9999,-9999,10395,-9999,-9999,'-9999'
1001030,-9999,4598,59086,1938,2017-07-24 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6636,2017-07-24,12:00:00,205,0,-9999,-9999,-9999,12510,-9999,-9999,'-9999'
1001031,-9999,1540,48033,4690,2017-08-03 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6945,2017-08-03,12:00:00,215,1,40,"101 to 1,000",-9999,18405,-9999,-9999,'-9999'
1001032,-9999,3865,49621,4862,2017-08-04 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5058,2017-08-04,12:00:00,216,1,41,"101 to 1,000",-9999,12971,-9999,-9999,'-9999'
1001033,-9999,2527,44017,1122,2017-08-07 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6436,2017-08-07,12:00:00,219,1,48,11 to 100,-9999,12486,-9999,-9999,'-9999'
1001034,-9999,4069,30561,4981,2017-08-08 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7165,2017-08-08,12:00:00,220,1,41,3 to 10,-9999,13554,-9999,-9999,'-9999'
1001035,-9999,1394,56302,3923,2017-08-11 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6716,2017-08-11,12:00:00,223,1,56,11 to 100,-9999,17095,-9999,-9999,'-9999'
1001036,-9999,2435,38266,1294,2017-08-16 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5020,2017-08-16,12:00:00,228,1,41,11 to 100,-9999,13771,-9999,-9999,'-9999'
1001037,-9999,1371,52507,4551,2017-08-18 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,5817,2017-08-18,12:00:00,230,1,56,3 to 10,-9999,19284,-9999,-9999,'-9999'
1001038,-9999,2283,56587,1845,2017-08-19 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6991,2017-08-19,12:00:00,231,1,59,3 to 10,-9999,14466,-9999,-9999,'-9999'
1001039,-9999,2442,42388,1660,2017-08-23 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6681,2017-08-23,12:00:00,235,1,39,"101 to 1,000",-9999,12800,-9999,-9999,'-9999'
1001040,-9999,1511,57472,3602,2017-09-11 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7273,2017-09-11,12:00:00,254,1,50,11 to 100,-9999,12765,-9999,-9999,'-9999'
1001041,-9999,3114,34491,1611,2017-09-17 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6260,2017-09-17,12:00:00,260,0,-9999,-9999,-9999,11857,-9999,-9999,'-9999'
1001042,-9999,1769,47806,1406,2017-09-26 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7972,2017-09-26,12:00:00,269,0,-9999,-9999,-9999,11872,-9999,-9999,'-9999'
1001043,-9999,2503,57270,3269,2017-09-26 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6179,2017-09-26,12:00:00,269,0,-9999,-9999,-9999,14749,-9999,-9999,'-9999'
1001044,-9999,3475,55757,1976,2017-11-02 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6439,2017-11-02,12:00:00,306,1,50,"101 to 1,000",-9999,15463,-9999,-9999,'-9999'
1001045,-9999,3163,44940,2065,2018-04-23 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7426,2018-04-23,12:00:00,113,0,-9999,-9999,-9999,13793,-9999,-9999,'-9999'
1001046,-9999,4277,32513,4803,2018-04-23 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7327,2018-04-23,12:00:00,113,0,-9999,-9999,-9999,18809,-9999,-9999,'-9999'
1001047,-9999,3165,49692,3356,2018-05-20 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7147,2018-05-20,12:00:00,140,1,48,3 to 10,-9999,15424,-9999,-9999,'-9999'
1001048,-9999,2377,34381,3375,2018-05-23 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7110,2018-05-23,12:00:00,143,1,59,3 to 10,-9999,13078,-9999,-9999,'-9999'
1001049,-9999,3686,32983,4163,2018-06-08 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6958,2018-06-08,12:00:00,159,0,-9999,-9999,-9999,12523,-9999,-9999,'-9999'
1001050,-9999,4582,39677,3100,2018-06-11 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,7801,2018-06-11,12:00:00,162,0,-9999,-9999,-9999,14581,-9999,-9999,'-9999'
1001051,-9999,4715,35609,3001,2018-06-12 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6387,2018-06-12,12:00:00,163,0,-9999,-9999,-9999,16552,-9999,-9999,'-9999'
1001052,-9999,2030,39957,1667,2018-06-13 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6220,2018-06-13,12:00:00,164,0,-9999,-9999,-9999,16035,-9999,-9999,'-9999'
1001053,-9999,2618,39455,3427,2018-06-24 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,5871,2018-06-24,12:00:00,175,0,-9999,-9999,-9999,10834,-9999,-9999,'-9999'
1001054,-9999,4542,57398,1918,2018-06-28 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,501,Flowers,Open flowers,Open flowers,501,6724,2018-06-28,12:00:00,179,0,-9999,-9999,-9999,16598,-9999,-9999,'-9999'
1001055,-9999,1784,41133,3823,2018-08-05 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7345,2018-08-05,12:00:00,217,1,40,3 to 10,-9999,16519,-9999,-9999,'-9999'
1001056,-9999,3134,31777,2222,2018-08-06 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7484,2018-08-06,12:00:00,218,1,50,11 to 100,-9999,19496,-9999,-9999,'-9999'
1001057,-9999,4394,51243,1701,2018-08-06 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7989,2018-08-06,12:00:00,218,1,58,11 to 100,-9999,11325,-9999,-9999,'-9999'
1001058,-9999,2301,41914,2711,2018-08-09 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6031,2018-08-09,12:00:00,221,1,56,"101 to 1,000",-9999,12722,-9999,-9999,'-9999'
1001059,-9999,1560,47709,1037,2018-08-11 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6159,2018-08-11,12:00:00,223,1,50,3 to 10,-9999,11242,-9999,-9999,'-9999'
1001060,-9999,1347,31831,2569,2018-08-12 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7795,2018-08-12,12:00:00,224,1,39,3 to 10,-9999,13758,-9999,-9999,'-9999'
1001061,-9999,2901,48739,2397,2018-08-26 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7780,2018-08-26,12:00:00,238,1,59,3 to 10,-9999,17280,-9999,-9999,'-9999'
1001062,-9999,2228,30404,2721,2018-08-28 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7900,2018-08-28,12:00:00,240,1,48,11 to 100,-9999,13845,-9999,-9999,'-9999'
1001063,-9999,4831,50594,4192,2018-09-11 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,6676,2018-09-11,12:00:00,254,0,-9999,-9999,-9999,10064,-9999,-9999,'-9999'
1001064,-9999,2299,43112,3286,2018-09-19 00:00:00,-9999,-9999,-9999,SYN003,Synthetic Site 3,39.8,-76.8,180,PA,96,Vitis,vinifera,wine grape,Plantae,Deciduous broadleaf,Crop,Perennial,Shrub/Vine,VIVI5,28629,3003,plant-3003,-9999,233,390,Fruits,Ripe fruits,Ripe fruits,390,7349,2018-09-19,12:00:00,262,0,-9999,-9999,-9999,19607,-9999,-9999,'-9999'
